Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Country/Region,City,State/Province,Postal Code,Division,Region,Product ID,Product Name,Sales,Units,Gross Profit,Cost,Lead Time
6120,US-2023-163328-CHO-FUD-51000,2025-11-04,2029-04-28,2,163328,1,Eugene,42,97405,0,3,CHO-FUD-51000,8,28.8,8,19.2,9.6,1271
6121,US-2023-163328-CHO-NUT-13000,2025-11-04,2029-04-28,2,163328,1,Eugene,42,97405,0,3,CHO-NUT-13000,10,3.49,1,2.49,1.0,1271
6122,US-2023-119018-CHO-NUT-13000,2025-11-04,2029-04-30,3,119018,1,Los Angeles,5,90004,0,3,CHO-NUT-13000,10,20.94,6,14.94,6.0,1273
6123,US-2023-163328-CHO-TRI-54000,2025-11-04,2029-04-28,2,163328,1,Eugene,42,97405,0,3,CHO-TRI-54000,11,11.25,3,7.35,3.9,1271
6124,US-2023-162236-CHO-MIL-31000,2025-11-04,2029-04-28,2,162236,1,Charlotte,36,28205,0,1,CHO-MIL-31000,9,6.5,2,4.22,2.28,1271
6126,US-2023-162236-CHO-FUD-51000,2025-11-04,2029-04-28,2,162236,1,Charlotte,36,28205,0,1,CHO-FUD-51000,8,7.2,2,4.8,2.4,1271
6127,US-2023-158260-CHO-TRI-54000,2025-11-04,2029-04-30,3,158260,1,San Diego,5,92037,0,3,CHO-TRI-54000,11,7.5,2,4.9,2.6,1273
6128,US-2023-131611-CHO-TRI-54000,2025-11-05,2029-05-01,3,131611,1,Houston,51,77036,0,2,CHO-TRI-54000,11,26.25,7,17.15,9.1,1273
6129,US-2023-144092-CHO-NUT-13000,2025-11-05,2029-04-29,2,144092,1,San Jose,5,95123,0,3,CHO-NUT-13000,10,6.98,2,4.98,2.0,1271
6130,US-2023-157280-CHO-FUD-51000,2025-11-05,2029-04-29,0,157280,1,Virginia Beach,54,23464,0,1,CHO-FUD-51000,8,18.0,5,12.0,6.0,1271
6131,US-2023-157280-CHO-MIL-31000,2025-11-05,2029-04-29,0,157280,1,Virginia Beach,54,23464,0,1,CHO-MIL-31000,9,6.5,2,4.22,2.28,1271
6132,US-2023-131611-CHO-SCR-58000,2025-11-05,2029-05-01,3,131611,1,Houston,51,77036,0,2,CHO-SCR-58000,12,28.8,8,20.0,8.8,1273
6133,US-2023-165078-CHO-NUT-13000,2025-11-05,2029-05-02,3,165078,1,Lawrence,14,46226,0,2,CHO-NUT-13000,10,6.98,2,4.98,2.0,1274
6134,US-2023-131611-CHO-FUD-51000,2025-11-05,2029-05-01,3,131611,1,Houston,51,77036,0,2,CHO-FUD-51000,8,10.8,3,7.2,3.6,1273
6135,US-2023-165078-CHO-FUD-51000,2025-11-05,2029-05-02,3,165078,1,Lawrence,14,46226,0,2,CHO-FUD-51000,8,18.0,5,12.0,6.0,1274
6136,US-2023-148908-CHO-MIL-31000,2025-11-05,2029-04-30,0,148908,1,San Francisco,5,94109,0,3,CHO-MIL-31000,9,6.5,2,4.22,2.28,1272
6137,US-2023-140207-CHO-NUT-13000,2025-11-05,2029-05-02,3,140207,1,San Jose,5,95123,0,3,CHO-NUT-13000,10,17.45,5,12.45,5.0,1274
6138,US-2023-131611-CHO-TRI-54000,2025-11-05,2029-05-01,3,131611,1,Houston,51,77036,0,2,CHO-TRI-54000,11,11.25,3,7.35,3.9,1273
6139,US-2023-144092-CHO-TRI-54000,2025-11-05,2029-04-29,2,144092,1,San Jose,5,95123,0,3,CHO-TRI-54000,11,11.25,3,7.35,3.9,1271
6140,US-2023-165078-OTH-GUM-21000,2025-11-05,2029-05-02,3,165078,1,Lawrence,14,46226,1,2,OTH-GUM-21000,13,6.25,5,3.25,3.0,1274
6141,US-2023-143441-CHO-SCR-58000,2025-11-05,2029-04-27,1,143441,1,Laredo,51,78041,0,2,CHO-SCR-58000,12,3.6,1,2.5,1.1,1269
6142,US-2023-157280-CHO-SCR-58000,2025-11-05,2029-04-29,0,157280,1,Virginia Beach,54,23464,0,1,CHO-SCR-58000,12,10.8,3,7.5,3.3,1271
6143,US-2023-144092-CHO-SCR-58000,2025-11-05,2029-04-29,2,144092,1,San Jose,5,95123,0,3,CHO-SCR-58000,12,14.4,4,10.0,4.4,1271
6144,US-2023-131611-CHO-MIL-31000,2025-11-05,2029-05-01,3,131611,1,Houston,51,77036,0,2,CHO-MIL-31000,9,16.25,5,10.55,5.7,1273
6145,US-2023-125094-CHO-SCR-58000,2025-11-05,2029-05-01,3,125094,1,Seattle,55,98105,0,3,CHO-SCR-58000,12,14.4,4,10.0,4.4,1273
6146,US-2023-106677-CHO-NUT-13000,2025-11-05,2029-05-02,3,106677,1,Philadelphia,43,19134,0,0,CHO-NUT-13000,10,6.98,2,4.98,2.0,1274
6147,US-2023-153815-CHO-MIL-31000,2025-11-06,2029-05-01,0,153815,1,Jacksonville,10,32216,0,1,CHO-MIL-31000,9,6.5,2,4.22,2.28,1272
6148,US-2023-125969-CHO-TRI-54000,2025-11-06,2029-05-02,2,125969,1,Los Angeles,5,90004,0,3,CHO-TRI-54000,11,7.5,2,4.9,2.6,1273
6149,US-2023-125969-CHO-TRI-54000,2025-11-06,2029-05-02,2,125969,1,Los Angeles,5,90004,0,3,CHO-TRI-54000,11,11.25,3,7.35,3.9,1273
6150,US-2023-153815-CHO-SCR-58000,2025-11-06,2029-05-01,0,153815,1,Jacksonville,10,32216,0,1,CHO-SCR-58000,12,7.2,2,5.0,2.2,1272
6151,US-2023-153815-CHO-FUD-51000,2025-11-06,2029-05-01,0,153815,1,Jacksonville,10,32216,0,1,CHO-FUD-51000,8,7.2,2,4.8,2.4,1272
6152,US-2023-153815-CHO-TRI-54000,2025-11-06,2029-05-01,0,153815,1,Jacksonville,10,32216,0,1,CHO-TRI-54000,11,7.5,2,4.9,2.6,1272
6153,US-2023-109925-CHO-MIL-31000,2025-11-06,2029-05-02,2,109925,1,San Diego,5,92105,0,3,CHO-MIL-31000,9,9.75,3,6.33,3.42,1273
6154,US-2023-152247-CHO-NUT-13000,2025-11-07,2029-05-04,3,152247,1,Cheyenne,58,82001,0,3,CHO-NUT-13000,10,13.96,4,9.96,4.0,1274
6155,US-2023-116337-CHO-SCR-58000,2025-11-07,2029-05-04,3,116337,1,Dallas,51,75220,0,2,CHO-SCR-58000,12,18.0,5,12.5,5.5,1274
6156,US-2023-147585-CHO-FUD-51000,2025-11-07,2029-05-04,3,147585,1,San Francisco,5,94110,0,3,CHO-FUD-51000,8,10.8,3,7.2,3.6,1274
6157,US-2023-161669-CHO-NUT-13000,2025-11-07,2029-05-01,0,161669,1,Los Angeles,5,90036,0,3,CHO-NUT-13000,10,13.96,4,9.96,4.0,1271
6158,US-2023-116379-CHO-NUT-13000,2025-11-07,2029-05-04,3,116379,1,San Francisco,5,94122,0,3,CHO-NUT-13000,10,6.98,2,4.98,2.0,1274
6159,US-2023-161669-CHO-FUD-51000,2025-11-07,2029-05-01,0,161669,1,Los Angeles,5,90036,0,3,CHO-FUD-51000,8,14.4,4,9.6,4.8,1271
6160,US-2023-113817-CHO-TRI-54000,2025-11-07,2029-05-03,3,113817,1,Seattle,55,98115,0,3,CHO-TRI-54000,11,7.5,2,4.9,2.6,1273
6161,US-2023-132997-CHO-TRI-54000,2025-11-07,2029-05-01,0,132997,1,Rochester,34,14609,0,0,CHO-TRI-54000,11,7.5,2,4.9,2.6,1271
6162,US-2023-139388-CHO-NUT-13000,2025-11-07,2029-05-01,0,139388,1,Lakewood,32,8701,0,0,CHO-NUT-13000,10,13.96,4,9.96,4.0,1271
6163,US-2023-161669-CHO-SCR-58000,2025-11-07,2029-05-01,0,161669,1,Los Angeles,5,90036,0,3,CHO-SCR-58000,12,7.2,2,5.0,2.2,1271
6164,US-2023-164896-CHO-TRI-54000,2025-11-07,2029-05-04,3,164896,1,Oceanside,5,92054,0,3,CHO-TRI-54000,11,7.5,2,4.9,2.6,1274
6165,US-2023-132997-CHO-MIL-31000,2025-11-07,2029-05-01,0,132997,1,Rochester,34,14609,0,0,CHO-MIL-31000,9,6.5,2,4.22,2.28,1271
6166,US-2023-116337-CHO-SCR-58000,2025-11-07,2029-05-04,3,116337,1,Dallas,51,75220,0,2,CHO-SCR-58000,12,10.8,3,7.5,3.3,1274
6167,US-2023-132997-CHO-SCR-58000,2025-11-07,2029-05-01,0,132997,1,Rochester,34,14609,0,0,CHO-SCR-58000,12,10.8,3,7.5,3.3,1271
6168,US-2023-161669-CHO-SCR-58000,2025-11-07,2029-05-01,0,161669,1,Los Angeles,5,90036,0,3,CHO-SCR-58000,12,7.2,2,5.0,2.2,1271
6169,US-2023-144554-CHO-SCR-58000,2025-11-07,2029-05-04,3,144554,1,Newark,39,43055,0,0,CHO-SCR-58000,12,10.8,3,7.5,3.3,1274
6170,US-2023-168830-CHO-NUT-13000,2025-11-07,2029-05-05,3,168830,1,San Francisco,5,94122,0,3,CHO-NUT-13000,10,10.47,3,7.47,3.0,1275
6171,US-2023-132997-CHO-TRI-54000,2025-11-07,2029-05-01,0,132997,1,Rochester,34,14609,0,0,CHO-TRI-54000,11,15.0,4,9.8,5.2,1271
6172,US-2023-132997-CHO-NUT-13000,2025-11-07,2029-05-01,0,132997,1,Rochester,34,14609,0,0,CHO-NUT-13000,10,10.47,3,7.47,3.0,1271
6173,US-2023-152156-CHO-SCR-58000,2025-11-08,2029-05-03,2,152156,1,Henderson,17,42420,0,1,CHO-SCR-58000,12,7.2,2,5.0,2.2,1272
6174,US-2023-152156-CHO-FUD-51000,2025-11-08,2029-05-03,2,152156,1,Henderson,17,42420,0,1,CHO-FUD-51000,8,10.8,3,7.2,3.6,1272
6175,US-2023-138233-CHO-TRI-54000,2025-11-09,2029-05-06,3,138233,1,Oakland,5,94601,0,3,CHO-TRI-54000,11,11.25,3,7.35,3.9,1274
6176,US-2023-140935-CHO-MIL-31000,2025-11-10,2029-05-04,0,140935,1,Oklahoma City,40,73120,0,2,CHO-MIL-31000,9,6.5,2,4.22,2.28,1271
6177,US-2023-145177-CHO-SCR-58000,2025-11-10,2029-05-06,3,145177,1,Springfield,39,45503,0,0,CHO-SCR-58000,12,25.2,7,17.5,7.7,1273
6178,US-2023-158694-CHO-MIL-31000,2025-11-10,2029-05-05,2,158694,1,Los Angeles,5,90036,0,3,CHO-MIL-31000,9,29.25,9,18.99,10.26,1272
6179,US-2023-119935-CHO-SCR-58000,2025-11-10,2029-05-06,3,119935,1,Springfield,26,65807,0,2,CHO-SCR-58000,12,7.2,2,5.0,2.2,1273
6180,US-2023-162348-CHO-FUD-51000,2025-11-10,2029-05-07,3,162348,1,Sacramento,5,95823,0,3,CHO-FUD-51000,8,3.6,1,2.4,1.2,1274
6181,US-2023-158694-CHO-NUT-13000,2025-11-10,2029-05-05,2,158694,1,Los Angeles,5,90036,0,3,CHO-NUT-13000,10,13.96,4,9.96,4.0,1272
6182,US-2023-145177-CHO-NUT-13000,2025-11-10,2029-05-06,3,145177,1,Springfield,39,45503,0,0,CHO-NUT-13000,10,13.96,4,9.96,4.0,1273
6183,US-2023-158694-CHO-FUD-51000,2025-11-10,2029-05-05,2,158694,1,Los Angeles,5,90036,0,3,CHO-FUD-51000,8,18.0,5,12.0,6.0,1272
6184,US-2023-137736-CHO-NUT-13000,2025-11-10,2029-05-07,3,137736,1,Warner Robins,11,31088,0,1,CHO-NUT-13000,10,24.43,7,17.43,7.0,1274
6185,US-2023-125164-CHO-MIL-31000,2025-11-10,2029-05-06,3,125164,1,New York City,34,10011,0,0,CHO-MIL-31000,9,3.25,1,2.11,1.14,1273
6186,US-2023-119935-CHO-MIL-31000,2025-11-10,2029-05-06,3,119935,1,Springfield,26,65807,0,2,CHO-MIL-31000,9,6.5,2,4.22,2.28,1273
6187,US-2023-145177-CHO-MIL-31000,2025-11-10,2029-05-06,3,145177,1,Springfield,39,45503,0,0,CHO-MIL-31000,9,22.75,7,14.77,7.98,1273
6188,US-2023-127761-CHO-SCR-58000,2025-11-10,2029-05-06,3,127761,1,New York City,34,10009,0,0,CHO-SCR-58000,12,3.6,1,2.5,1.1,1273
6189,US-2023-105494-CHO-FUD-51000,2025-11-10,2029-05-04,0,105494,1,San Francisco,5,94122,0,3,CHO-FUD-51000,8,10.8,3,7.2,3.6,1271
6190,US-2023-125164-CHO-FUD-51000,2025-11-10,2029-05-06,3,125164,1,New York City,34,10011,0,0,CHO-FUD-51000,8,10.8,3,7.2,3.6,1273
6191,US-2023-158694-CHO-FUD-51000,2025-11-10,2029-05-05,2,158694,1,Los Angeles,5,90036,0,3,CHO-FUD-51000,8,10.8,3,7.2,3.6,1272
6192,US-2023-163384-CHO-NUT-13000,2025-11-10,2029-05-04,0,163384,1,San Francisco,5,94122,0,3,CHO-NUT-13000,10,13.96,4,9.96,4.0,1271
6193,US-2023-145177-CHO-NUT-13000,2025-11-10,2029-05-06,3,145177,1,Springfield,39,45503,0,0,CHO-NUT-13000,10,13.96,4,9.96,4.0,1273
6194,US-2023-145177-CHO-NUT-13000,2025-11-10,2029-05-06,3,145177,1,Springfield,39,45503,0,0,CHO-NUT-13000,10,3.49,1,2.49,1.0,1273
6195,US-2023-158694-CHO-SCR-58000,2025-11-10,2029-05-05,2,158694,1,Los Angeles,5,90036,0,3,CHO-SCR-58000,12,18.0,5,12.5,5.5,1272
6196,US-2023-145177-CHO-MIL-31000,2025-11-10,2029-05-06,3,145177,1,Springfield,39,45503,0,0,CHO-MIL-31000,9,9.75,3,6.33,3.42,1273
6197,US-2023-158694-CHO-FUD-51000,2025-11-10,2029-05-05,2,158694,1,Los Angeles,5,90036,0,3,CHO-FUD-51000,8,10.8,3,7.2,3.6,1272
6198,US-2023-136581-CHO-NUT-13000,2025-11-10,2029-05-04,0,136581,1,Troy,39,45373,0,0,CHO-NUT-13000,10,20.94,6,14.94,6.0,1271
6199,US-2023-163384-CHO-NUT-13000,2025-11-10,2029-05-04,0,163384,1,San Francisco,5,94122,0,3,CHO-NUT-13000,10,17.45,5,12.45,5.0,1271
6200,US-2023-145177-CHO-MIL-31000,2025-11-10,2029-05-06,3,145177,1,Springfield,39,45503,0,0,CHO-MIL-31000,9,6.5,2,4.22,2.28,1273
6201,US-2023-152940-CHO-NUT-13000,2025-11-10,2029-05-05,0,152940,1,San Francisco,5,94110,0,3,CHO-NUT-13000,10,3.49,1,2.49,1.0,1272
6202,US-2023-158694-CHO-MIL-31000,2025-11-10,2029-05-05,2,158694,1,Los Angeles,5,90036,0,3,CHO-MIL-31000,9,13.0,4,8.44,4.56,1272
6203,US-2023-115588-CHO-MIL-31000,2025-11-10,2029-05-04,2,115588,1,Toledo,39,43615,0,0,CHO-MIL-31000,9,9.75,3,6.33,3.42,1271
6204,US-2023-105494-CHO-NUT-13000,2025-11-10,2029-05-04,0,105494,1,San Francisco,5,94122,0,3,CHO-NUT-13000,10,24.43,7,17.43,7.0,1271
6205,US-2023-115588-CHO-SCR-58000,2025-11-10,2029-05-04,2,115588,1,Toledo,39,43615,0,0,CHO-SCR-58000,12,18.0,5,12.5,5.5,1271
6206,US-2023-145177-CHO-SCR-58000,2025-11-10,2029-05-06,3,145177,1,Springfield,39,45503,0,0,CHO-SCR-58000,12,25.2,7,17.5,7.7,1273
6207,US-2023-144547-CHO-NUT-13000,2025-11-10,2029-05-06,3,144547,1,Houston,51,77036,0,2,CHO-NUT-13000,10,24.43,7,17.43,7.0,1273
6208,US-2023-145177-CHO-SCR-58000,2025-11-10,2029-05-06,3,145177,1,Springfield,39,45503,0,0,CHO-SCR-58000,12,25.2,7,17.5,7.7,1273
6209,US-2023-140935-CHO-NUT-13000,2025-11-10,2029-05-04,0,140935,1,Oklahoma City,40,73120,0,2,CHO-NUT-13000,10,6.98,2,4.98,2.0,1271
6210,US-2023-127761-CHO-MIL-31000,2025-11-10,2029-05-06,3,127761,1,New York City,34,10009,0,0,CHO-MIL-31000,9,22.75,7,14.77,7.98,1273
6211,US-2023-145548-CHO-MIL-31000,2025-11-11,2029-05-08,3,145548,1,New York City,34,10011,0,0,CHO-MIL-31000,9,9.75,3,6.33,3.42,1274
6212,US-2023-124506-CHO-SCR-58000,2025-11-11,2029-05-09,3,124506,1,Chicago,13,60623,0,2,CHO-SCR-58000,12,7.2,2,5.0,2.2,1275
6213,US-2023-116722-CHO-MIL-31000,2025-11-11,2029-05-08,3,116722,1,San Francisco,5,94110,0,3,CHO-MIL-31000,9,9.75,3,6.33,3.42,1274
6214,US-2023-130799-CHO-NUT-13000,2025-11-11,2029-05-08,2,130799,1,San Francisco,5,94110,0,3,CHO-NUT-13000,10,13.96,4,9.96,4.0,1274
6215,US-2023-116722-CHO-FUD-51000,2025-11-11,2029-05-08,3,116722,1,San Francisco,5,94110,0,3,CHO-FUD-51000,8,7.2,2,4.8,2.4,1274
6216,US-2023-164196-OTH-GUM-21000,2025-11-11,2029-05-09,3,164196,1,Noblesville,14,46060,1,2,OTH-GUM-21000,13,7.5,6,3.9,3.6,1275
6217,US-2023-131968-CHO-SCR-58000,2025-11-11,2029-05-07,3,131968,1,Apopka,10,32712,0,1,CHO-SCR-58000,12,10.8,3,7.5,3.3,1273
6218,US-2023-145548-CHO-SCR-58000,2025-11-11,2029-05-08,3,145548,1,New York City,34,10011,0,0,CHO-SCR-58000,12,10.8,3,7.5,3.3,1274
6219,US-2023-103128-CHO-NUT-13000,2025-11-11,2029-05-07,3,103128,1,Arlington Heights,13,60004,0,2,CHO-NUT-13000,10,20.94,6,14.94,6.0,1273
6220,US-2023-145548-CHO-FUD-51000,2025-11-11,2029-05-08,3,145548,1,New York City,34,10011,0,0,CHO-FUD-51000,8,10.8,3,7.2,3.6,1274
6222,US-2023-131968-CHO-TRI-54000,2025-11-11,2029-05-07,3,131968,1,Apopka,10,32712,0,1,CHO-TRI-54000,11,7.5,2,4.9,2.6,1273
6223,US-2023-145548-CHO-NUT-13000,2025-11-11,2029-05-08,3,145548,1,New York City,34,10011,0,0,CHO-NUT-13000,10,10.47,3,7.47,3.0,1274
6224,US-2023-124667-CHO-MIL-31000,2025-11-11,2029-05-08,3,124667,1,New York City,34,10011,0,0,CHO-MIL-31000,9,3.25,1,2.11,1.14,1274
6225,US-2023-145548-CHO-MIL-31000,2025-11-11,2029-05-08,3,145548,1,New York City,34,10011,0,0,CHO-MIL-31000,9,9.75,3,6.33,3.42,1274
6226,US-2023-145548-CHO-SCR-58000,2025-11-11,2029-05-08,3,145548,1,New York City,34,10011,0,0,CHO-SCR-58000,12,7.2,2,5.0,2.2,1274
6227,US-2023-124506-CHO-NUT-13000,2025-11-11,2029-05-09,3,124506,1,Chicago,13,60623,0,2,CHO-NUT-13000,10,13.96,4,9.96,4.0,1275
6228,US-2023-124667-CHO-TRI-54000,2025-11-11,2029-05-08,3,124667,1,New York City,34,10011,0,0,CHO-TRI-54000,11,11.25,3,7.35,3.9,1274
6229,US-2023-139878-CHO-TRI-54000,2025-11-11,2029-05-08,3,139878,1,Detroit,23,48234,0,2,CHO-TRI-54000,11,7.5,2,4.9,2.6,1274
6231,US-2023-124590-CHO-NUT-13000,2025-11-12,2029-05-08,3,124590,1,Parma,39,44134,0,0,CHO-NUT-13000,10,6.98,2,4.98,2.0,1273
6232,US-2023-124590-CHO-NUT-13000,2025-11-12,2029-05-08,3,124590,1,Parma,39,44134,0,0,CHO-NUT-13000,10,24.43,7,17.43,7.0,1273
6233,US-2023-149349-CHO-MIL-31000,2025-11-12,2029-05-05,0,149349,1,Chicago,13,60623,0,2,CHO-MIL-31000,9,19.5,6,12.66,6.84,1270
6234,US-2023-164399-CHO-TRI-54000,2025-11-12,2029-05-07,0,164399,1,San Diego,5,92024,0,3,CHO-TRI-54000,11,11.25,3,7.35,3.9,1272
6235,US-2023-124590-CHO-FUD-51000,2025-11-12,2029-05-08,3,124590,1,Parma,39,44134,0,0,CHO-FUD-51000,8,7.2,2,4.8,2.4,1273
6236,US-2023-152170-CHO-SCR-58000,2025-11-12,2029-05-07,2,152170,1,La Porte,14,46350,0,2,CHO-SCR-58000,12,7.2,2,5.0,2.2,1272
6237,US-2023-152170-CHO-NUT-13000,2025-11-12,2029-05-07,2,152170,1,La Porte,14,46350,0,2,CHO-NUT-13000,10,24.43,7,17.43,7.0,1272
6238,US-2023-152170-CHO-SCR-58000,2025-11-12,2029-05-07,2,152170,1,La Porte,14,46350,0,2,CHO-SCR-58000,12,7.2,2,5.0,2.2,1272
6239,US-2023-134348-CHO-TRI-54000,2025-11-12,2029-05-11,3,134348,1,Mesa,2,85204,0,3,CHO-TRI-54000,11,18.75,5,12.25,6.5,1276
6240,US-2023-134348-CHO-FUD-51000,2025-11-12,2029-05-11,3,134348,1,Mesa,2,85204,0,3,CHO-FUD-51000,8,25.2,7,16.8,8.4,1276
6241,US-2023-152170-CHO-FUD-51000,2025-11-12,2029-05-07,2,152170,1,La Porte,14,46350,0,2,CHO-FUD-51000,8,28.8,8,19.2,9.6,1272
6242,US-2023-124590-CHO-FUD-51000,2025-11-12,2029-05-08,3,124590,1,Parma,39,44134,0,0,CHO-FUD-51000,8,21.6,6,14.4,7.2,1273
6243,US-2023-152170-CHO-SCR-58000,2025-11-12,2029-05-07,2,152170,1,La Porte,14,46350,0,2,CHO-SCR-58000,12,7.2,2,5.0,2.2,1272
6244,US-2023-134348-CHO-TRI-54000,2025-11-12,2029-05-11,3,134348,1,Mesa,2,85204,0,3,CHO-TRI-54000,11,7.5,2,4.9,2.6,1276
6245,US-2023-164399-CHO-FUD-51000,2025-11-12,2029-05-07,0,164399,1,San Diego,5,92024,0,3,CHO-FUD-51000,8,10.8,3,7.2,3.6,1272
6246,US-2023-128972-CHO-SCR-58000,2025-11-13,2029-05-09,3,128972,1,Oklahoma City,40,73120,0,2,CHO-SCR-58000,12,14.4,4,10.0,4.4,1273
6247,US-2023-149461-CHO-NUT-13000,2025-11-13,2029-05-11,3,149461,1,Auburn,55,98002,0,3,CHO-NUT-13000,10,3.49,1,2.49,1.0,1275
6248,US-2023-147683-CHO-FUD-51000,2025-11-13,2029-05-09,3,147683,1,Seattle,55,98103,0,3,CHO-FUD-51000,8,7.2,2,4.8,2.4,1273
6249,US-2023-155488-CHO-TRI-54000,2025-11-13,2029-05-09,3,155488,1,Vancouver,55,98661,0,3,CHO-TRI-54000,11,7.5,2,4.9,2.6,1273
6250,US-2023-101336-CHO-FUD-51000,2025-11-13,2029-05-10,3,101336,1,New York City,34,10011,0,0,CHO-FUD-51000,8,18.0,5,12.0,6.0,1274
6251,US-2023-162103-CHO-TRI-54000,2025-11-13,2029-05-09,3,162103,1,Highland Park,13,60035,0,2,CHO-TRI-54000,11,7.5,2,4.9,2.6,1273
6252,US-2023-113677-CHO-TRI-54000,2025-11-13,2029-05-11,3,113677,1,New York City,34,10011,0,0,CHO-TRI-54000,11,11.25,3,7.35,3.9,1275
6253,US-2023-118570-CHO-NUT-13000,2025-11-13,2029-05-09,3,118570,1,Philadelphia,43,19143,0,0,CHO-NUT-13000,10,24.43,7,17.43,7.0,1273
6254,US-2023-101336-CHO-TRI-54000,2025-11-13,2029-05-10,3,101336,1,New York City,34,10011,0,0,CHO-TRI-54000,11,7.5,2,4.9,2.6,1274
6255,US-2023-101336-CHO-SCR-58000,2025-11-13,2029-05-10,3,101336,1,New York City,34,10011,0,0,CHO-SCR-58000,12,18.0,5,12.5,5.5,1274
6256,US-2023-101336-CHO-TRI-54000,2025-11-13,2029-05-10,3,101336,1,New York City,34,10011,0,0,CHO-TRI-54000,11,11.25,3,7.35,3.9,1274
6257,US-2023-121958-CHO-NUT-13000,2025-11-13,2029-05-09,3,121958,1,Thomasville,36,27360,0,1,CHO-NUT-13000,10,24.43,7,17.43,7.0,1273
6258,US-2023-113677-SUG-FUN-75000,2025-11-13,2029-05-11,3,113677,1,New York City,34,10011,2,0,SUG-FUN-75000,1,6.0,4,2.4,3.6,1275
6259,US-2023-121370-CHO-SCR-58000,2025-11-14,2029-05-11,2,121370,1,Philadelphia,43,19134,0,0,CHO-SCR-58000,12,10.8,3,7.5,3.3,1274
6260,US-2023-118759-CHO-SCR-58000,2025-11-14,2029-05-09,0,118759,1,New York City,34,10009,0,0,CHO-SCR-58000,12,7.2,2,5.0,2.2,1272
6261,US-2023-117541-CHO-SCR-58000,2025-11-14,2029-05-12,3,117541,1,Newark,8,19711,0,0,CHO-SCR-58000,12,14.4,4,10.0,4.4,1275
6262,US-2023-121370-CHO-MIL-31000,2025-11-14,2029-05-11,2,121370,1,Philadelphia,43,19134,0,0,CHO-MIL-31000,9,9.75,3,6.33,3.42,1274
6263,US-2023-166618-CHO-MIL-31000,2025-11-14,2029-05-10,3,166618,1,New York City,34,10035,0,0,CHO-MIL-31000,9,3.25,1,2.11,1.14,1273
6264,US-2023-112970-CHO-FUD-51000,2025-11-14,2029-05-07,0,112970,1,Los Angeles,5,90049,0,3,CHO-FUD-51000,8,10.8,3,7.2,3.6,1270
6265,US-2023-134691-CHO-SCR-58000,2025-11-14,2029-05-10,3,134691,1,Houston,51,77041,0,2,CHO-SCR-58000,12,7.2,2,5.0,2.2,1273
6266,US-2023-131065-CHO-NUT-13000,2025-11-14,2029-05-08,2,131065,1,Atlanta,11,30318,0,1,CHO-NUT-13000,10,6.98,2,4.98,2.0,1271
6267,US-2023-149482-CHO-TRI-54000,2025-11-14,2029-05-11,3,149482,1,San Francisco,5,94110,0,3,CHO-TRI-54000,11,7.5,2,4.9,2.6,1274
6268,US-2023-117541-CHO-NUT-13000,2025-11-14,2029-05-12,3,117541,1,Newark,8,19711,0,0,CHO-NUT-13000,10,17.45,5,12.45,5.0,1275
6269,US-2023-131065-CHO-SCR-58000,2025-11-14,2029-05-08,2,131065,1,Atlanta,11,30318,0,1,CHO-SCR-58000,12,3.6,1,2.5,1.1,1271
6270,US-2023-118759-CHO-MIL-31000,2025-11-14,2029-05-09,0,118759,1,New York City,34,10009,0,0,CHO-MIL-31000,9,9.75,3,6.33,3.42,1272
6271,US-2023-131065-CHO-NUT-13000,2025-11-14,2029-05-08,2,131065,1,Atlanta,11,30318,0,1,CHO-NUT-13000,10,6.98,2,4.98,2.0,1271
6272,US-2023-121370-CHO-MIL-31000,2025-11-14,2029-05-11,2,121370,1,Philadelphia,43,19134,0,0,CHO-MIL-31000,9,13.0,4,8.44,4.56,1274
6273,US-2023-144351-CHO-TRI-54000,2025-11-14,2029-05-10,3,144351,1,Baltimore,21,21215,0,0,CHO-TRI-54000,11,11.25,3,7.35,3.9,1273
6274,US-2023-166618-CHO-MIL-31000,2025-11-14,2029-05-10,3,166618,1,New York City,34,10035,0,0,CHO-MIL-31000,9,6.5,2,4.22,2.28,1273
6275,US-2023-130820-CHO-SCR-58000,2025-11-15,2029-05-07,1,130820,1,Burlington,36,27217,0,1,CHO-SCR-58000,12,14.4,4,10.0,4.4,1269
6276,US-2023-146633-CHO-NUT-13000,2025-11-15,2029-05-09,2,146633,1,Los Angeles,5,90049,0,3,CHO-NUT-13000,10,24.43,7,17.43,7.0,1271
6277,US-2023-146633-CHO-NUT-13000,2025-11-15,2029-05-09,2,146633,1,Los Angeles,5,90049,0,3,CHO-NUT-13000,10,3.49,1,2.49,1.0,1271
6278,US-2023-105963-CHO-FUD-51000,2025-11-15,2029-05-14,3,105963,1,Los Angeles,5,90008,0,3,CHO-FUD-51000,8,10.8,3,7.2,3.6,1276
6279,US-2023-148740-CHO-FUD-51000,2025-11-15,2029-05-11,3,148740,1,San Diego,5,92024,0,3,CHO-FUD-51000,8,7.2,2,4.8,2.4,1273
6280,US-2023-124527-CHO-FUD-51000,2025-11-16,2029-05-09,0,124527,1,Roseville,5,95661,0,3,CHO-FUD-51000,8,18.0,5,12.0,6.0,1270
6281,US-2023-154508-CHO-MIL-31000,2025-11-16,2029-05-12,3,154508,1,Carlsbad,33,88220,0,3,CHO-MIL-31000,9,16.25,5,10.55,5.7,1273
